,category,text,labels
576,travel,台南/鹽水詩路台灣文學散步,5
577,travel,桃園》遊楊梅樂趣多生態導覽桐樂無窮,5
578,tech,,4
579,sports,「米粒1/20」,3
580,politics,美國大選/美選超級星期二,2
581,tech,阿榮福利味/IrfanView中文版─輕巧的免費看圖軟體,4
582,travel,台北/鯉魚山步道森林自然茂密,5
583,travel,涼亭賞景》蔣公行館志清亭遠眺溪山美景,5
584,travel,想要日本空運海賊王周邊好禮?長崎送給你!,5
585,politics,終止敘國危機安南:任務艱鉅,2
586,tech,中華電信與本報合辦迎戰資安億級危機研討會15日台北、22日高雄開講,4
587,health,流感嚴重併發症死亡率5成,1
588,health,《神氣家族人生智慧寶庫》快樂分享幸福多多,1
589,politics,葉門選總統分離份子占領投票所葉門今天,2
590,politics,避免紛爭,2
591,tech,2012春季電腦展圓滿落幕業績開出紅盤!,4
592,edu,跨年心願愛滋爬行寶寶「我要義肢」42個被社會遺棄的孩子盼圓夢,0
593,tech,「iCar」?,4
594,tech,高雄雲端商務網12月22日正式上線元創設計總監梁瑞文,4
595,sports,春訓採訪側記/超越自己,3
596,travel,台北》北海岸有喜!石門婚紗廣場啟用,5
597,edu,宜縣/關懷家扶孩子,0
598,sports,為社會責任洪瑞河繼續拚戰,3
599,politics,美牛風波惹爭議,2
600,health,雲林健檢開跑,1
601,politics,"美牛問題馬英九:消費者健康是政府第一考量美牛問題引起社會各界關注,國民黨中常會今天",2
602,edu,世界盃奪2金1銀,0
603,edu,稻江科技暨管理學院「大專以上人力加值計劃」開課,0
604,health,美頂尖藝術家郭益群好攝得獎,1
605,politics,前立委游月霞,2
606,health,胃食道逆流致喉痛,1
607,health,打造液態電池可為綠能充電,1
608,travel,台南》劉家古厝柳營的傳奇,5
609,travel,桃園/南方莊園人文與自然結合的極至感動,5
610,health,人會得禽流感?,1
611,politics,濕地保育立法4黨立委共提案,2
612,health,頭頸癌,1
613,tech,B肝防治講座,4
614,tech,天災多,4
615,edu,&quot;狼&quot;師性侵判18年,0
616,tech,遊戲浪潮宣佈取得《車三小-歷史本文》台港澳代理權!,4
617,health,扁暫訂7日戒護就醫不過夜,1
618,edu,教案超有趣,0
619,politics,北韓威脅發動聖戰,2
620,sports,萊德盃/飛魚讚萊德盃,3
621,sports,丹總閃辭,3
622,politics,馬要立院別衝太快,2
623,politics,ETC弊案,2
624,travel,花蓮/台鐵站長救老屋豐田站多了「五味」,5
625,tech,"智慧聯網研討會今登場由經濟部技術處主辦,資策會與工研院共同執行的智慧聯網",4
626,sports,《國小棒聯賽爆冷》屏山提前打包,3
627,travel,苗栗》盆栽民宿、咖啡莊園悠遊好時光,5
628,edu,嘉義高中科學大樓改建,0
629,travel,苗栗》挑炭古道愜意幽靜古味濃,5
630,travel,花蓮》花東縱谷金針花海正迷人,5
631,health,我們都有藥物過敏卡,1
632,politics,軍史館將辦憲兵特展再現梅荷榮耀志節,2
633,travel,海角七號旅遊行程,5
634,travel,花蓮》舞鶴茶鄉東台灣秀麗山城,5
635,tech,港Wifi網路易遭非法侵入,4
636,edu,印尼媽媽帶大...3歲小星說的話沒人懂,0
637,health,二代健保漲價?,1
638,tech,《戀Online》網上星光大道比拼,4
639,sports,SBL/劉錚大展全能表現,3
640,health,退化性自閉症男童腦部大6%,1
641,sports,鯰魚哥林明賜,3
642,health,木雕大陸貨三義難擠十大小城,1
643,travel,新竹/清泉人文行腳體驗自然山水,5
644,politics,蔡英文說與中應多交流,2
645,health,顏正國揮毫學沉潛,1
646,sports,比利克里斯托回鍋主持,3
647,tech,社群新聞/油價驚天漲,4
648,sports,NBA/拓荒者出清多名主力,3
649,tech,賈伯斯:企業領袖要有品味,4
650,travel,台北》6、7年級生愛上大稻埕的3個理由,5
651,health,毒飼料流向農委會公布違法業者,1
652,health,7分中醫,1
653,politics,禽流感疫情,2
654,health,外食族吃得更健康打卡還享9折優惠,1
655,politics,新秀挑戰賽今看林來瘋拚MVP,2
656,politics,《社論》挑選醫學生:醫術和醫德,2
657,edu,全球教育罷工抗爭台師大響應,0
658,sports,鄧志偉揮巨炮助獅止敗,3
659,edu,黎明國小樂樂棒球,0
660,health,美研究顯示,1
661,tech,日內瓦發明展,4
662,tech,"LED與雷射光學比較LED與雷射光學比較。■劉靜君■如左圖所示,LED是多光源",4
663,edu,金門就學津貼,0
664,travel,嘉義/阿里山日出印象音樂會迎晨光假期,5
665,tech,《上古卷軸,4
666,edu,三百多子孫,0
667,tech,Google隱私法美歐質疑,4
668,sports,薛軒億擊敗陶菲克搶進亞羽賽前8,3
669,health,頭昏、感覺地板在晃!為何會暈眩?,1
670,travel,雪見遊憩區高腳屋泰雅風,5
671,travel,台北》桶后溪畔迷你谷鳥迷人,5
672,edu,合校跨大步屏教大屏商院簽約,0
673,health,1碗日式泡麵,1
674,tech,《OZ奧茲歷險記Online》29日推出「海佩帝斯的冒險」全新改版,4
675,sports,PGA首役就奪冠韓利締雙紀錄〔記者趙新天/綜合報導〕來自喬治亞洲的美巡賽菜鳥韓利,3
676,politics,台灣人赴陸政府機關任職,2
677,politics,日震週年:瓦礫如山處理棘手,2
678,health,植物源農藥,1
679,politics,重慶出台正宗水煮魚烹調規範,2
680,sports,蕾哈娜自曝「一字奶」踹「米香」與克里斯復合娛樂中心/綜合報導美國流行歌手蕾哈娜,3
681,sports,NBA/甩掉超級經紀人,3
682,sports,道奇訪台賽,3
683,edu,招考,0
684,politics,聲勢起來了,2
685,politics,扁健康亮紅燈?,2
686,sports,久違復出韋帥想為自己歡呼對紅雀投手韋恩萊特,3
687,tech,鬼來電?15個0號碼,4
688,tech,"決勝中國主場蔡明介這仗輸不得然而,目前中興與華為的手機晶片主要供應商,卻是高通與博通",4
689,tech,RIM推BB10新黑莓機,4
690,politics,陳揆:台灣版幸福指數,2
691,sports,陳偉殷戰藍鳥蔣智賢、陳俊秀回小聯盟,3
692,travel,基隆》姜子寮山看金色基隆河,5
693,politics,《立委補選/嘉縣》文宣過招!兩陣營隔空舌戰,2
694,tech,奇美電債務協商敲定兆豐金受惠,4
695,sports,快訊/熱火單節狂飆29分,3
696,travel,阿里山特色民宿/淵明居彷如世外桃源,5
697,tech,平板割喉戰台廠沒虧就算賺二○一○年蘋果,4
698,edu,《歷史考題分析》艋舺入選地圖題久違了,0
699,travel,秀姑巒溪》瑞穗泛舟小鎮享受露營野趣,5
700,sports,WBC/山本JAPAN始動!點名黑田、達比修組先發雙王牌,3
701,health,腸病毒升溫類似症狀速就醫,1
702,sports,劉保佑支持中職增加球團,3
703,politics,成立中國事務委員會,2
704,travel,宜蘭》在優勝美地連郭董都來度假用餐,5
705,tech,夢露復活,4
706,health,《防範猝死症》日夜溫差大,1
707,tech,Google街景,4
708,health,新手媽媽乳腺炎按摩三步驟,1
709,travel,花蓮》慕谷慕魚生態遊水常清、魚常見,5
710,politics,呂秀蓮推素食311辦千人宴,2
711,health,老年人口腔健康,1
712,edu,<百年長中的第1次>,0
713,politics,美國會報告:中國全力阻絕美軍,2
714,health,治牙周病,1
715,health,併發多糖尿病年耗健保千億,1
716,edu,色公公脫光光,0
717,politics,"為免簽鋪路美國土安全部考察桃園機場台灣被納入美國免簽計畫候選國,美國國土安全部人員今天",2
718,politics,4席立委補選蔡英文對選情有信心,2
719,travel,現遊香港正划算,5
720,edu,市教育局..偏遠地區,0
721,sports,東京馬拉松吉布塞拉西盼再創紀錄,3
722,sports,道奇賽門票,3
723,travel,元旦升旗北市兩階段交管,5
724,politics,江國慶案懲處太輕?國防部:秉公處理,2
725,politics,總長代理無法源,2
726,health,戒菸不用花錢快打免費諮詢專線,1
727,tech,《創世仙緣》4月2日正式公測,4
728,travel,宜蘭》千坪阿米哥垂釣雪山之美,5
729,health,瘦害者!?,1
730,sports,NBA防守勁旅,3
731,sports,NBA瘋林書豪大陸瘋馬布瑞,3
732,health,有進有出、”腸”保健康—向便秘說byebye,1
733,health,牙齒矯正好臉型自然漂亮?,1
734,sports,心懷感恩沒小牛就沒林來瘋,3
735,politics,空軍基地機密,2
736,health,洛杉磯成人電影男演員,1
737,politics,屏東擋台26線,2
738,travel,屏東》四林格部落神祕的南排灣族部落,5
739,politics,立委輔選太賣力,2
740,sports,NBA版霹靂「貓」,3
741,sports,新秀賽掌聲多林書豪享受樂趣,3
742,edu,大學招收陸生啟動9月來台,0
743,travel,台中/美術園道餐廳客滿他們自己開,5
744,travel,冬末的花東花海美景要看要快,5
745,tech,微軟的「長角」把電腦變家電,4
746,edu,朱敬一:知有人推薦選台大校長,0
747,travel,北海岸單車遊充滿春日野趣,5
748,travel,內灣下一站/尖石泡湯竹東逛蕭如松園區,5
749,health,北中南直飛香港,1
750,politics,選前倒數戰況激,2
751,edu,不滿便服遭糾正,0
752,politics,懸浮微粒恐智退,2
753,travel,到清境避暑彷彿置身歐陸,5
754,health,神秘表揭秘-與珠寶捉迷藏開啟無限趣味,1
755,health,保養膝蓋先從飲食著手,1
756,tech,這一刻愛吧!大仁哥最新目標!資工彌化身學院氣質女神,4
757,travel,秋遊步道/馬祖東引燈塔極北藍白印象,5
758,tech,甲尚科技iClone,4
759,sports,<SBL>裕隆5連勝,3
760,sports,南山勝能仁奪冠,3
761,politics,<結合泛綠>南投發展協會成立,2
762,health,流感3天4死,1
763,edu,聽不見的聲音、吃得到的用心聽障爺爺奶奶做的麵包餅乾,0
764,travel,清境/博望新村彩色海芋正盛開,5
765,health,腸病毒高峰期衛生局稽查校園衛生,1
766,sports,被勒令停工小史不甘心,3
767,sports,尼克軍容壯盛明早豪鬥騎士,3
768,health,突發爆裂性頭痛竟是顱內動脈瘤破裂,1
769,sports,肌腱拉傷王建民休戰數週,3
770,travel,3200公頃油菜花海台東盛開,5
771,edu,暑期工讀勞動檢查,0
772,health,熟記722,1
773,edu,癌友化療奶瓶,0
774,travel,南投/蝴蝶谷、香樟林永興社區推觀光,5
775,tech,三星AMOLED新面板定名「YOUM」,4
776,sports,傳導更進化小牛鐵桶陣沒轍,3
777,sports,42號洛夫,3
778,politics,遲福林:官員財產公開決心問題,2
779,travel,元旦第一道曙光三貂角看得到,5
780,sports,"高爾夫》霍伊開局想晉級,最後卻贏哈桑二世盃",3
781,tech,傳聯想將全自製重擊代工廠,4
782,health,今年唯一日食,1
783,travel,武陵賞櫻今生必訪美景,5
784,edu,一齣戲,0
785,tech,跨平台《末日之戰3》公佈高畫質遊戲實玩影片美商藝電,4
786,travel,苗栗》虎頭山公園看海看日落,5
787,travel,台北旅展開幕預計吸引25萬人「台北國際旅展」今天,5
788,travel,花海遊/石岡:輕騎遊玩見證地震威力,5
789,politics,伊朗願會談以色列為失敗準備,2
790,travel,慈濟大學「Yabi兒童劇團」,5
791,edu,暖冬臨工,0
792,politics,藍五都人選”立委讚”,2
793,health,研究:減肥助改善糖尿病,1
794,politics,王幸男砲轟柯建銘,2
795,sports,獅4強棒,3
796,travel,台東/田園「藍白式」很希臘風的民宿,5
797,politics,市場買氣不振豬價跌到賠本,2
798,health,阿里山櫻飄零一葉蘭嬌羞登場,1
799,edu,奧研究..聽莫札特,0
800,tech,,4
801,edu,四國小遊學聯盟,0
802,health,小心假奶害真奶,1
803,politics,大選前蒲亭警告對手不要玩把戲俄羅斯總理蒲亭,2
804,politics,追究無上限,2
805,politics,227補選抽籤,2
806,tech,科技媒體:蘋果專利文件曝光,4
807,health,走路較快不容易有記憶問題,1
808,sports,尼克進攻籃板優勢痛擊活塞,3
809,travel,南投/澀水秘密花園「蕨」妙生態,5
810,travel,台東/太麻里金針花季月中進入盛期,5
811,sports,實在豪厲害!,3
812,travel,冬日遊/頂笨仔「夜貓子森林」拜訪可愛飛鼠,5
813,travel,台東》大武山森林步道賞景歇腳好去處,5
814,tech,《老子有錢online》全台首創微比賽享受秒殺對手的快感,4
815,edu,金門教師甄試,0
816,health,點眼藥水怕失準刮傷角膜反效果,1
817,health,規律運動,1
818,tech,精彩百種生活-Eee,4
819,sports,林書豪連3場狂得分,3
820,health,準媽咪按時產檢40週安心過健康達人系列報導,1
821,edu,學測第二天,0
822,politics,10年內累積3丙等,2
823,politics,馬英九掃街交管,2
824,politics,2處長異動,2
825,tech,《生死格鬥5》神秘訪客就是《VR快打5》,4
826,edu,中山工商商業類科學生技藝競賽,0
827,tech,新iPad來了快速可飆網〔〕蘋果公司,4
828,travel,苗栗》到「綠葉方舟」尋幽訪勝,5
829,sports,林書豪奪13分!,3
830,tech,三星調閱專利和解文宏達電小黑,4
831,politics,民團反美牛籲修法禁瘦肉精,2
832,health,瘦肉精恐導致豬咬豬,1
833,edu,假發票學術用教長盼從寬處理,0
834,health,真的嗎?/用公共場所擦手紙或烘手機,1
835,politics,里昂證券民調,2
836,health,川崎氏症,1
837,tech,陸參股面板不設限?經濟部:研議中,4
838,politics,民進黨往中間靠台聯:認同,2
839,sports,汪德昌:我現況與蘆筍相當,3
840,tech,甲骨文Google法庭鬥法,4
841,edu,童心看台灣,0
842,sports,浪子回頭胡建庭很肯拚,3
843,health,隨證加味劑量調整,1
844,travel,嘉義》騎單車遊嘉義周末休閒派,5
845,tech,《信喵之野望》中文化進入最後階段近期隆重登場,4
846,health,女性瘋美白,1
847,politics,釣魚台列島日中搶命名,2
848,politics,史上最爛政府廣告,2
849,travel,南投/惠蓀林場綠色植物寶庫,5
850,politics,自由之星》蔡英文,2
851,health,〈獨家〉「草莓泥刷牙傷」!,1
852,sports,MLB/漢默將復出金鶯季後賽一大福音記者吳婷雯/綜合報導原本被看好能成為巴爾的摩金鶯王牌的漢默,3
853,tech,北韓三度衛星發射失敗,4
854,travel,行程篇》台北/春踩汐平山間公路之美,5
855,tech,俄發明展,4
856,tech,簡訊問世20年出現衰退訊號,4
857,edu,教部要求/學校游泳課,0
858,health,手臂植臍帶誆治癌,1
859,health,違用瘦肉精農委會公布3累犯,1
860,sports,七六人報你知,3
861,travel,花蓮》住/南區住宿最好提前預約,5
862,health,亞東醫推廣無菸聯盟,1
863,health,感冒後眼佈白斑!妙齡女視力險受損,1
864,travel,南投》霧峰省議會後山、漫步森林浴,5
865,health,伊比力斯家族歡樂變裝趴,1
866,travel,台南/梅嶺賞梅季作薑糖、採菇棗,5
867,travel,中部四大農林場掀觀光熱,5
868,health,割包皮傷口好不了痛苦萬分,1
869,politics,蘇清泉:先顧豬農美牛慢討論,2
870,edu,蘇澳國小110年慶,0
871,politics,歷屆議長副議長,2
872,tech,iPhone觸控改為OGS?,4
873,sports,莊佳容,3
874,tech,Hotels.com,4
875,politics,安心食品政院全面檢討法規,2
876,politics,夢想爭議,2
877,health,向肥胖宣戰,1
878,sports,中職開幕戰簡單隆重不致詞,3
879,health,二代健保,1
880,travel,單車環遊世界不是挑戰,5
881,health,禽流感一波波,1
882,sports,豪神涮牛肉諾佬:他真的很硬,3
883,health,遭撞太魯閣列車首節車廂報銷,1
884,sports,奧運機構受騙損230萬英鎊,3
885,politics,《立委補選/嘉義》陳明文行程滿檔,2
886,politics,夢想家燒2億,2
887,edu,救回脊損兒,0
888,politics,近五成要民進黨廢除台獨黨綱!民進黨與中國往來,2
889,politics,總統:改善兩岸與美日友好,2
890,sports,售價七萬豪忍者公仔秒殺,3
891,travel,台北》華陰街商圈逛街尋寶勝地,5
892,travel,嘉義/心新樂活大林自行車道,5
893,health,盈昌六噸硫酸銅前年賣給台糖,1
894,tech,《功夫派》俠士團集結,4
895,sports,林書豪簽名球,3
896,sports,MLB/陳偉殷7.1局精采好投,3
897,sports,范麗青:欣賞林書豪球技,3
898,travel,彰化》花壇魚苗寮傳唱特有「數魚歌」,5
899,health,雞農爆料擔心崩盤隱匿疫情?,1
900,tech,亞洲漿紙:務實看待人造林發展,4
901,edu,可能有人要和蔡競爭,0
902,travel,台北/猴硐煤礦博物園區礦業文化引人回味,5
903,edu,提升行政效率,0
904,tech,加高去年每股賺1.09元石英元件廠加高,4
905,tech,揚明光首季每股盈餘0.88元,4
906,health,告別單身情人節美麗加工創造愛情逆轉勝,1
907,edu,高市新渡輪,0
908,edu,竹市技藝競賽,0
909,sports,哈佛幫加油祖克柏觀豪帥擒牛,3
910,health,嘴歪眼斜口水不止當心顏面神經麻痺,1
911,travel,海角七號場景》恆春鎮市區場景密度最高,5
912,travel,台北》遼寧夜市鮮海產直送,5
913,sports,中島掌兵符獅重回日教頭時代,3
914,politics,外資示警,2
915,edu,年節偷禮盒,0
916,tech,智樂堂宣佈《古龍爭霸Online》授權智傲集團在香港、澳門地區代理營運,4
